ID produktu;Kategoria;Podkategoria;Nazwa produktu;Cena zakupu;ID Dostawcy;Rozmiar opakowania;Minimum do zamówienia
OFF-AR-10003829;Wsparcie biura;Artykuły;Newell 35;4,23;LEC-23;19;114
OFF-BI-10001758;Wsparcie biura;Segregatory;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;7,85;PEN-28;13;104
OFF-BI-10000136;Wsparcie biura;Segregatory;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;8,85;HAR-21;7;70
OFF-ST-10000649;Wsparcie biura;Składowanie;Hanging Personal Folder File;19,63;MED-24;7;42
OFF-PA-10003641;Wsparcie biura;Papier;Xerox 1909;38,51;SCR-27;1;4
FUR-CH-10002961;Meble;Krzesła;Leather Task Chair, Black;72,79;STI-01;1;8
OFF-PA-10004041;Wsparcie biura;Papier;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";7,77;PEN-28;3;6
TEC-PH-10001336;Technologiczne;Telefony;Digium D40 VoIP phone;63,21;NAN-19;2;6
TEC-MA-10003183;Technologiczne;Maszyny;DYMO CardScan Personal V9 Business Card Scanner;16;X-H-15;2;10
TEC-AC-10001314;Technologiczne;Akcesoria;Case Logic 2.4GHz Wireless Keyboard;33,99;MIC-18;6;30
TEC-AC-10004510;Technologiczne;Akcesoria;Logitech Desktop MK120 Mouse and keyboard Combo;18;X-H-15;9;81
OFF-BI-10000042;Wsparcie biura;Segregatory;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";5,66;PIE-22;25;250
FUR-TA-10003008;Meble;Tabel;Lesro Round Back Collection Coffee Table, End Table;206,28;OBE-10;1;10
OFF-AP-10003590;Wsparcie biura;Urządzenia;Hoover WindTunnel Plus Canister Vacuum;464,96;SCR-27;10;100
OFF-PA-10000806;Wsparcie biura;Papier;Xerox 1934;83,41;PIE-22;3;12
OFF-AR-10000896;Wsparcie biura;Artykuły;Newell 329;4,13;PLA-26;9;63
TEC-PH-10002310;Technologiczne;Telefony;Panasonic KX T7731-B Digital phone;86,99;PMM-13;3;6
OFF-ST-10002289;Wsparcie biura;Składowanie;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";33,37;HAR-21;2;4
OFF-PA-10001289;Wsparcie biura;Papier;White Computer Printout Paper by Universal;57,75;PLA-26;4;12
OFF-FA-10000053;Wsparcie biura;Łączniki;Revere Boxed Rubber Bands by Revere;1,93;MED-24;18;180
OFF-EN-10003001;Wsparcie biura;Koperty;Ames Color-File Green Diamond Border X-ray Mailers;123,45;MED-24;21;189
FUR-TA-10002958;Meble;Tabel;Bevis Oval Conference Table, Walnut;44,37;EXW-09;1;5
FUR-TA-10001676;Meble;Tabel;Hon 61000 Series Interactive Training Tables;8;STI-01;1;5
OFF-BI-10000822;Wsparcie biura;Segregatory;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";5,81;PIE-22;18;108
OFF-PA-10004888;Wsparcie biura;Papier;Xerox 217;9,59;PIE-22;1;2
FUR-TA-10002622;Meble;Tabel;Bush Andora Conference Table, Maple/Graphite Gray Finish;73,53;EXW-09;1;5
OFF-PA-10000418;Wsparcie biura;Papier;Xerox 189;113,24;PLA-26;1;4
FUR-TA-10001039;Meble;Tabel;KI Adjustable-Height Table;39,55;AMP-04;1;3
OFF-AR-10002240;Wsparcie biura;Artykuły;Panasonic KP-150 Electric Pencil Sharpener;47,55;COL-25;23;138
OFF-BI-10002867;Wsparcie biura;Segregatory;GBC Recycled Regency Composition Covers;63,37;PIE-22;25;175
FUR-FU-10003976;Meble;Meble;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;16,86;CRO-07;1;10
TEC-PH-10002922;Technologiczne;Telefony;ShoreTel ShorePhone IP 230 VoIP phone;152,09;WTF-11;1;5
OFF-PA-10000501;Wsparcie biura;Papier;Petty Cash Envelope;29,39;PLA-26;4;12
OFF-AP-10004980;Wsparcie biura;Urządzenia;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;37,54;COL-25;9;36
TEC-PH-10001750;Technologiczne;Telefony;Samsung Rugby III;57,41;REN-17;1;3
OFF-BI-10003708;Wsparcie biura;Segregatory;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";7,82;SCR-27;9;54
OFF-BI-10001191;Wsparcie biura;Segregatory;Canvas Sectional Post Binders;37,94;PLA-26;9;54
OFF-PA-10003673;Wsparcie biura;Papier;Strathmore Photo Mount Cards;9,9;LEC-23;3;12
OFF-PA-10001639;Wsparcie biura;Papier;Xerox 203;7;LEC-23;2;4
TEC-AC-10004975;Technologiczne;Akcesoria;Plantronics Audio 995 Wireless Stereo Headset;102,25;PC--16;5;50
OFF-BI-10004364;Wsparcie biura;Segregatory;Storex Dura Pro Binders;8,61;TYP-30;14;126
OFF-PA-10001712;Wsparcie biura;Papier;Xerox 1948;14,49;PIE-22;1;4
FUR-CH-10004289;Meble;Krzesła;Global Super Steno Chair;54,71;STI-01;1;8
TEC-PH-10002564;Technologiczne;Telefony;OtterBox Defender Series Case - Samsung Galaxy S4;26,99;NAN-19;3;9
OFF-BI-10004876;Wsparcie biura;Segregatory;Wilson Jones Suede Grain Vinyl Binders;0,25;MED-24;6;48
TEC-PH-10004348;Technologiczne;Telefony;OtterBox Defender Series Case - iPhone 5c;33,28;NAN-19;1;5
OFF-BI-10004352;Wsparcie biura;Segregatory;Wilson Jones DublLock D-Ring Binders;0,68;PLA-26;13;104
OFF-BI-10000666;Wsparcie biura;Segregatory;Surelock Post Binders;45,84;HAR-21;14;70
TEC-MA-10000010;Technologiczne;Maszyny;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;562,4;NAN-19;3;15
OFF-BI-10000977;Wsparcie biura;Segregatory;Ibico Plastic Spiral Binding Combs;44,38;PEN-28;9;72
FUR-TA-10002530;Meble;Tabel;"Iceberg OfficeWorks 42"" Round Tables";173,63;EXW-09;1;8
FUR-FU-10001473;Meble;Meble;DAX Wood Document Frame;18,68;STI-01;1;2
OFF-BI-10001765;Wsparcie biura;Segregatory;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;37,41;SCR-27;8;72
FUR-CH-10000847;Meble;Krzesła;Global Executive Mid-Back Manager's Chair;366,63;EXW-09;1;10
OFF-PA-10001293;Wsparcie biura;Papier;Xerox 1946;9,59;MED-24;3;6
OFF-AR-10000634;Wsparcie biura;Artykuły;Newell 320;3,73;COL-29;6;36
FUR-FU-10004270;Meble;Meble;Eldon Image Series Desk Accessories, Burgundy;0,67;EXW-09;1;4
OFF-AR-10003770;Wsparcie biura;Artykuły;Newell 340;3,72;COL-25;11;66
OFF-LA-10003121;Wsparcie biura;Etykiety;Avery 506;6,03;MED-24;15;90
OFF-PA-10002262;Wsparcie biura;Papier;Xerox 192;9,59;LEC-23;3;12
OFF-PA-10002464;Wsparcie biura;Papier;HP Office Recycled Paper (20Lb. and 87 Bright);8,61;HAR-21;1;3
OFF-ST-10002214;Wsparcie biura;Składowanie;X-Rack File for Hanging Folders;14,23;COL-25;1;8
OFF-PA-10000130;Wsparcie biura;Papier;Xerox 199;4,49;TYP-30;1;4
TEC-AC-10000865;Technologiczne;Akcesoria;WD My Passport Ultra 500GB Portable External Hard Drive;69,03;REN-17;13;91
OFF-FA-10003021;Wsparcie biura;Łączniki;Staples;2,54;HAR-21;10;80
TEC-PH-10003580;Technologiczne;Telefony;Cisco IP Phone 7961G-GE VoIP phone;188,42;AKO-14;2;6
TEC-AC-10001109;Technologiczne;Akcesoria;Logitech Trackman Marble Mouse;42,59;X-H-15;10;60
OFF-PA-10001838;Wsparcie biura;Papier;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";8,76;PLA-26;4;16
OFF-ST-10004950;Wsparcie biura;Składowanie;Acco Perma 3000 Stacking Storage Drawers;16,57;PLA-26;10;40
OFF-PA-10003823;Wsparcie biura;Papier;Xerox 197;32,53;LEC-23;2;8
TEC-PH-10001300;Technologiczne;Telefony;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;18,44;STI-12;2;4
FUR-TA-10003715;Meble;Tabel;Hon 2111 Invitation Series Corner Table;138,19;BES-08;1;9
TEC-MA-10004458;Technologiczne;Maszyny;Lexmark X 9575 Professional All-in-One Color Printer;146,52;PC--16;3;9
OFF-BI-10004965;Wsparcie biura;Segregatory;Ibico Covers for Plastic or Wire Binding Elements;16,68;MED-24;17;136
OFF-AR-10001419;Wsparcie biura;Artykuły;Newell 325;3,72;LEC-23;7;56
OFF-PA-10002586;Wsparcie biura;Papier;Xerox 1970;5,33;COL-29;2;4
OFF-AR-10002221;Wsparcie biura;Artykuły;12 Colored Short Pencils;2,26;TYP-30;15;120
FUR-FU-10002456;Meble;Meble;Master Caster Door Stop, Large Neon Orange;7,5;TER-06;1;2
OFF-FA-10004968;Wsparcie biura;Łączniki;Rubber Band Ball;3,81;PLA-26;18;90
OFF-PA-10001274;Wsparcie biura;Papier;Loose Memo Sheets;5,37;TYP-30;4;16
OFF-PA-10001125;Wsparcie biura;Papier;Xerox 1988;32,53;HAR-21;3;12
OFF-ST-10000344;Wsparcie biura;Składowanie;Neat Ideas Personal Hanging Folder Files, Black;11,55;SCR-27;5;10
OFF-ST-10003324;Wsparcie biura;Składowanie;Belkin OmniView SE Rackmount Kit;35,48;COL-25;3;30
OFF-ST-10000419;Wsparcie biura;Składowanie;Rogers Jumbo File, Granite;13,72;PIE-22;1;10
OFF-AP-10001626;Wsparcie biura;Urządzenia;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;4,9;SCR-27;6;42
FUR-FU-10003981;Meble;Meble;Eldon Wave Desk Accessories;2,12;AMP-04;1;6
OFF-ST-10001291;Wsparcie biura;Składowanie;Tenex Personal Self-Stacking Standard File Box, Black/Gray;14,72;TYP-30;6;42
OFF-AP-10004868;Wsparcie biura;Urządzenia;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;-2,57;COL-25;2;12
OFF-LA-10002195;Wsparcie biura;Etykiety;Avery 481;4,56;COL-29;9;72
OFF-AR-10001315;Wsparcie biura;Artykuły;Newell 310;2,27;COL-25;17;119
OFF-EN-10003134;Wsparcie biura;Koperty;Staple envelope;12,84;COL-25;12;84
OFF-AR-10001955;Wsparcie biura;Artykuły;Newell 319;17,86;PLA-26;13;65
OFF-LA-10001641;Wsparcie biura;Etykiety;Avery 518;4,66;COL-29;23;138
OFF-ST-10001370;Wsparcie biura;Składowanie;Sensible Storage WireTech Storage Systems;74,53;PIE-22;7;21
TEC-AC-10003038;Technologiczne;Akcesoria;Kingston Digital DataTraveler 16GB USB 2.0;7,07;PMM-13;5;45
OFF-BI-10000088;Wsparcie biura;Segregatory;GBC Imprintable Covers;-1,21;LEC-23;12;84
OFF-AR-10003504;Wsparcie biura;Artykuły;Newell 347;5,52;COL-29;22;220
OFF-EN-10003160;Wsparcie biura;Koperty;Pastel Pink Envelopes;10,77;COL-25;23;230
TEC-AC-10003280;Technologiczne;Akcesoria;Belkin F8E887 USB Wired Ergonomic Keyboard;36,29;DOD-20;6;36
TEC-PH-10000169;Technologiczne;Telefony;ARKON Windshield Dashboard Air Vent Car Mount Holder;10,51;REN-17;3;6
OFF-PA-10001526;Wsparcie biura;Papier;Xerox 1949;7,42;HAR-21;3;6
OFF-AP-10004336;Wsparcie biura;Urządzenia;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;73,48;SCR-27;7;35
OFF-PA-10001357;Wsparcie biura;Papier;Xerox 1886;70,89;PLA-26;1;3
OFF-FA-10000992;Wsparcie biura;Łączniki;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;5,22;COL-25;10;100
OFF-AR-10001221;Wsparcie biura;Artykuły;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;5,62;PEN-28;12;108
TEC-PH-10004830;Technologiczne;Telefony;Pyle PRT45 Retro Home Telephone;56,06;STI-12;3;15
OFF-PA-10004519;Wsparcie biura;Papier;Spiral Phone Message Books with Labels by Adams;6,68;TYP-30;4;12
FUR-BO-10000362;Meble;Regały;Sauder Inglewood Library Bookcases;107,72;EXW-09;1;3
OFF-PA-10000308;Wsparcie biura;Papier;Xerox 1901;5,55;COL-25;2;6
OFF-SU-10001165;Wsparcie biura;Wsparcie;Acme Elite Stainless Steel Scissors;7,17;COL-29;24;240
FUR-FU-10001488;Meble;Meble;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";127,18;EXW-09;1;4
OFF-AR-10003251;Wsparcie biura;Artykuły;Prang Drawing Pencil Set;2,78;MED-24;11;77
OFF-AR-10001044;Wsparcie biura;Artykuły;BOSTON Ranger #55 Pencil Sharpener, Black;33,53;HAR-21;24;216
OFF-AR-10000823;Wsparcie biura;Artykuły;Newell 307;2,33;PEN-28;25;225
OFF-AR-10004456;Wsparcie biura;Artykuły;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;18,89;SCR-27;22;132
OFF-BI-10000591;Wsparcie biura;Segregatory;Avery Binder Labels;4,2;COL-25;5;35
TEC-PH-10000441;Technologiczne;Telefony;VTech DS6151;110,87;DOD-20;3;6
TEC-AC-10004855;Technologiczne;Akcesoria;V7 USB Numeric Keypad;23,44;PMM-13;7;56
OFF-AR-10001915;Wsparcie biura;Artykuły;Peel-Off China Markers;14,1;PLA-26;22;198
OFF-ST-10000352;Wsparcie biura;Składowanie;Acco Perma 2700 Stacking Storage Drawers;34,2;PIE-22;6;42
OFF-PA-10000575;Wsparcie biura;Papier;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;9,77;COL-25;2;4
FUR-FU-10002937;Meble;Meble;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";148,85;CRO-07;1;8
TEC-AC-10003063;Technologiczne;Akcesoria;Micro Innovations USB RF Wireless Keyboard with Mouse;30,25;REN-17;10;80
FUR-FU-10004415;Meble;Meble;Stacking Tray, Side-Loading, Legal, Smoke;4,08;OBE-10;1;9
OFF-ST-10002011;Wsparcie biura;Składowanie;Smead Adjustable Mobile File Trolley with Lockable Top;364,7;COL-25;6;18
TEC-PH-10000038;Technologiczne;Telefony;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;87,67;PC--16;1;5
OFF-PA-10002689;Wsparcie biura;Papier;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);9,59;PLA-26;1;3
TEC-CO-10001766;Technologiczne;Kopiarki;Canon PC940 Copier;661,49;PC--16;2;8
OFF-PA-10004359;Wsparcie biura;Papier;Multicolor Computer Printout Paper;155,18;COL-29;1;3
OFF-FA-10001135;Wsparcie biura;Łączniki;Brites Rubber Bands, 1 1/2 oz. Box;1,23;COL-29;19;171
OFF-BI-10004224;Wsparcie biura;Segregatory;Catalog Binders with Expanding Posts;3,36;COL-25;18;180
TEC-PH-10003357;Technologiczne;Telefony;Grandstream GXP2100 Mainstream Business Phone;36,71;X-H-15;1;4
OFF-PA-10004475;Wsparcie biura;Papier;Xerox 1940;81,89;PLA-26;1;3
OFF-PA-10003001;Wsparcie biura;Papier;Xerox 1986;9,89;TYP-30;4;16
OFF-FA-10000611;Wsparcie biura;Łączniki;Binder Clips by OIC;2,19;PIE-22;13;91
OFF-BI-10001116;Wsparcie biura;Segregatory;"Wilson Jones 1"" Hanging DublLock Ring Binders";5,71;PLA-26;10;60
TEC-PH-10004922;Technologiczne;Telefony;RCA Visys Integrated PBX 8-Line Router;56,94;DOD-20;3;9
OFF-BI-10002353;Wsparcie biura;Segregatory;GBC VeloBind Cover Sets;1,55;COL-29;14;140
OFF-FA-10002676;Wsparcie biura;Łączniki;Colored Push Pins;1,74;MED-24;7;42
TEC-AC-10003023;Technologiczne;Akcesoria;Logitech G105 Gaming Keyboard;46,31;REN-17;9;54
OFF-PA-10000167;Wsparcie biura;Papier;Xerox 1925;32,53;MED-24;1;2
TEC-PH-10002185;Technologiczne;Telefony;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;7,3;WTF-11;2;8
FUR-FU-10000758;Meble;Meble;DAX Natural Wood-Tone Poster Frame;25,42;BES-08;1;9
TEC-MA-10004679;Technologiczne;Maszyny;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;-39,96;X-H-15;2;4
OFF-AP-10002495;Wsparcie biura;Urządzenia;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;55,85;COL-25;5;10
OFF-BI-10002414;Wsparcie biura;Segregatory;GBC ProClick Spines for 32-Hole Punch;0,88;PLA-26;13;78
TEC-AC-10003133;Technologiczne;Akcesoria;Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive;8,6;PMM-13;9;54
TEC-AC-10002006;Technologiczne;Akcesoria;Memorex Micro Travel Drive 16 GB;20,95;REN-17;14;84
OFF-LA-10002381;Wsparcie biura;Etykiety;Avery 497;4,56;LEC-23;17;119
OFF-FA-10001843;Wsparcie biura;Łączniki;Staples;3,63;TYP-30;13;65
OFF-LA-10003077;Wsparcie biura;Etykiety;Avery 500;10,75;COL-25;6;42
OFF-PA-10003424;Wsparcie biura;Papier;"""While you Were Out"" Message Book, One Form per Page";5,57;PLA-26;2;4
OFF-PA-10004405;Wsparcie biura;Papier;Rediform Voice Mail Log Books;3,22;PIE-22;4;12
FUR-BO-10003965;Meble;Regały;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;146,6;BBB-03;1;3
FUR-FU-10002088;Meble;Meble;Nu-Dell Float Frame 11 x 14 1/2;12,75;BBB-03;1;2
TEC-AC-10000736;Technologiczne;Akcesoria;Logitech G600 MMO Gaming Mouse;76,79;MIC-18;7;49
FUR-BO-10003966;Meble;Regały;Sauder Facets Collection Library, Sky Alder Finish;95,75;OBE-10;1;5
OFF-AP-10000828;Wsparcie biura;Urządzenia;Avanti 4.4 Cu. Ft. Refrigerator;159,26;COL-29;2;16
OFF-AP-10002906;Wsparcie biura;Urządzenia;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;2;MED-24;5;45
OFF-AP-10003860;Wsparcie biura;Urządzenia;Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;24,15;PEN-28;9;54
FUR-TA-10001307;Meble;Tabel;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;195,69;EXW-09;1;3
OFF-PA-10001457;Wsparcie biura;Papier;White GlueTop Scratch Pads;15,94;COL-29;1;3
OFF-AP-10002082;Wsparcie biura;Urządzenia;Holmes HEPA Air Purifier;20,69;PEN-28;1;2
TEC-AC-10003590;Technologiczne;Akcesoria;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;35,21;X-H-15;12;108
OFF-PA-10004355;Wsparcie biura;Papier;Xerox 231;7;LEC-23;4;12
OFF-PA-10004947;Wsparcie biura;Papier;Easy-staple paper;4,49;PEN-28;1;3
FUR-TA-10004607;Meble;Tabel;Hon 2111 Invitation Series Straight Table;87,22;BBB-03;1;10
OFF-PA-10003893;Wsparcie biura;Papier;Xerox 1962;6,21;LEC-23;2;8
TEC-PH-10001817;Technologiczne;Telefony;Wilson Electronics DB Pro Signal Booster;311,46;REN-17;1;3
FUR-BO-10000330;Meble;Regały;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;101,62;CRO-07;1;2
OFF-BI-10001900;Wsparcie biura;Segregatory;DXL Angle-View Binders with Locking Rings, Black;6,41;PIE-22;16;128
FUR-BO-10003159;Meble;Regały;Sauder Camden County Collection Libraries, Planked Cherry Finish;90,83;AVF-02;1;3
FUR-FU-10001591;Meble;Meble;Advantus Panel Wall Certificate Holder - 8.5x11;17,32;CRO-07;1;4
OFF-LA-10002034;Wsparcie biura;Etykiety;Avery 478;7,32;COL-25;24;144
OFF-BI-10001628;Wsparcie biura;Segregatory;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";15,13;COL-29;21;126
OFF-ST-10000877;Wsparcie biura;Składowanie;Recycled Steel Personal File for Standard File Folders;69,67;HAR-21;4;16
OFF-AR-10004752;Wsparcie biura;Artykuły;Blackstonian Pencils;3,42;HAR-21;19;114
OFF-PA-10000675;Wsparcie biura;Papier;Xerox 1919;61,08;COL-29;2;4
OFF-PA-10001609;Wsparcie biura;Papier;Tops Wirebound Message Log Books;4,81;PIE-22;3;9
TEC-PH-10001615;Technologiczne;Telefony;AT&T CL82213;37,4;MIC-18;1;3
TEC-AC-10004568;Technologiczne;Akcesoria;Maxell LTO Ultrium - 800 GB;33,31;X-H-15;13;65
FUR-CH-10001854;Meble;Krzesła;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;435,22;AVF-02;1;9
OFF-AR-10000475;Wsparcie biura;Artykuły;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;14,81;LEC-23;9;54
TEC-PH-10000455;Technologiczne;Telefony;GE 30522EE2;149,63;MIC-18;1;4
OFF-PA-10001994;Wsparcie biura;Papier;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";23,83;PLA-26;4;8
TEC-AC-10002926;Technologiczne;Akcesoria;Logitech Wireless Marathon Mouse M705;51,49;DOD-20;15;120
TEC-PH-10004897;Technologiczne;Telefony;Mediabridge Sport Armband iPhone 5s;10,09;MIC-18;2;6
FUR-FU-10001196;Meble;Meble;DAX Cubicle Frames - 8x10;0,58;BES-08;1;2
OFF-PA-10000595;Wsparcie biura;Papier;Xerox 1929;24,21;SCR-27;1;4
OFF-LA-10000443;Wsparcie biura;Etykiety;Avery 501;5,43;HAR-21;11;66
OFF-LA-10001771;Wsparcie biura;Etykiety;Avery 513;7,27;COL-29;17;170
OFF-AP-10001394;Wsparcie biura;Urządzenia;Harmony Air Purifier;-45,36;PIE-22;9;18
FUR-FU-10002553;Meble;Meble;Electrix Incandescent Magnifying Lamp, Black;2,57;ANG-05;1;4
OFF-AP-10004233;Wsparcie biura;Urządzenia;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;-22,25;MED-24;4;40
FUR-CH-10004754;Meble;Krzesła;Global Stack Chair with Arms, Black;20,09;BES-08;1;6
OFF-PA-10000809;Wsparcie biura;Papier;Xerox 206;6,99;COL-25;2;6
FUR-FU-10002878;Meble;Meble;"Seth Thomas 14"" Day/Date Wall Clock";27,62;AVF-02;1;7
TEC-PH-10002624;Technologiczne;Telefony;Samsung Galaxy S4 Mini;418,29;AKO-14;1;5
TEC-PH-10002885;Technologiczne;Telefony;Apple iPhone 5;305,42;AKO-14;2;6
TEC-PH-10000895;Technologiczne;Telefony;Polycom VVX 310 VoIP phone;226,79;STI-12;3;12
TEC-MA-10000488;Technologiczne;Maszyny;Bady BDG101FRU Card Printer;391,99;X-H-15;3;9
OFF-PA-10003729;Wsparcie biura;Papier;Xerox 1998;7;PEN-28;3;12
OFF-AP-10001005;Wsparcie biura;Urządzenia;Honeywell Quietcare HEPA Air Cleaner;73,14;TYP-30;2;18
FUR-CH-10000988;Meble;Krzesła;Hon Olson Stacker Stools;180,24;TER-06;1;7
FUR-FU-10001986;Meble;Meble;"Dana Fluorescent Magnifying Lamp, White, 36""";5,1;TER-06;1;9
FUR-FU-10004973;Meble;Meble;Flat Face Poster Frame;26,76;BES-08;1;9
OFF-ST-10000464;Wsparcie biura;Składowanie;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;44,49;MED-24;9;90
OFF-PA-10000528;Wsparcie biura;Papier;Xerox 1981;7,66;COL-25;1;4
OFF-PA-10003129;Wsparcie biura;Papier;Tops White Computer Printout Paper;71,9;COL-29;1;3
OFF-AR-10003631;Wsparcie biura;Artykuły;Staples in misc. colors;6,44;PLA-26;5;25
OFF-BI-10002133;Wsparcie biura;Segregatory;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";-4,71;PEN-28;11;77
TEC-PH-10004959;Technologiczne;Telefony;Classic Ivory Antique Telephone ZL1810;125,61;PMM-13;3;12
FUR-BO-10001918;Meble;Regały;Sauder Forest Hills Library with Doors, Woodland Oak Finish;114,3;CRO-07;1;6
FUR-FU-10001617;Meble;Meble;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";9,78;ANG-05;1;3
TEC-PH-10002824;Technologiczne;Telefony;Jabra SPEAK 410 Multidevice Speakerphone;92,69;STI-12;1;4
OFF-PA-10003309;Wsparcie biura;Papier;Xerox 211;7;COL-29;3;9
OFF-ST-10002554;Wsparcie biura;Składowanie;Tennsco Industrial Shelving;30,33;HAR-21;7;28
OFF-AR-10002067;Wsparcie biura;Artykuły;Newell 334;25;PLA-26;15;120
FUR-TA-10004175;Meble;Tabel;"Hon 30"" x 60"" Table with Locking Drawer";300,13;AVF-02;1;3
FUR-TA-10004767;Meble;Tabel;Safco Drafting Table;91,56;CRO-07;1;9
OFF-EN-10002621;Wsparcie biura;Koperty;Staple envelope;14,67;HAR-21;13;104
OFF-LA-10003714;Wsparcie biura;Etykiety;Avery 510;4,05;COL-29;7;35
FUR-FU-10001889;Meble;Meble;Ultra Door Pull Handle;13,99;BES-08;1;9
OFF-AR-10003723;Wsparcie biura;Artykuły;Avery Hi-Liter Fluorescent Desk Style Markers;4,63;TYP-30;24;120
OFF-PA-10000241;Wsparcie biura;Papier;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";32,53;SCR-27;2;8
OFF-AR-10001446;Wsparcie biura;Artykuły;Newell 309;15,02;PIE-22;9;90
OFF-BI-10001359;Wsparcie biura;Segregatory;GBC DocuBind TL300 Electric Binding System;1318,58;LEC-23;21;210
OFF-EN-10001749;Wsparcie biura;Koperty;Jiffy Padded Mailers with Self-Seal Closure;20,31;HAR-21;14;112
OFF-BI-10004390;Wsparcie biura;Segregatory;GBC DocuBind 200 Manual Binding Machine;42,1;TYP-30;6;36
TEC-PH-10004924;Technologiczne;Telefony;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";9,39;REN-17;3;9
FUR-CH-10000155;Meble;Krzesła;Global Comet Stacking Armless Chair;263,17;CRO-07;1;8
OFF-BI-10001757;Wsparcie biura;Segregatory;Pressboard Hanging Data Binders for Unburst Sheets;0,4;HAR-21;21;147
FUR-FU-10004093;Meble;Meble;Hand-Finished Solid Wood Document Frame;44,5;ANG-05;1;9
FUR-FU-10001037;Meble;Meble;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;13,75;EXW-09;1;3
OFF-PA-10001878;Wsparcie biura;Papier;Xerox 1891;52,33;LEC-23;3;12
TEC-MA-10003674;Technologiczne;Maszyny;Hewlett-Packard Deskjet 5550 Printer;215,63;AKO-14;3;12
OFF-LA-10003190;Wsparcie biura;Etykiety;Avery 474;3,14;COL-25;11;99
TEC-PH-10001809;Technologiczne;Telefony;Panasonic KX T7736-B Digital phone;187,44;PC--16;1;5
OFF-BI-10003091;Wsparcie biura;Segregatory;GBC DocuBind TL200 Manual Binding Machine;239,66;COL-29;12;108
FUR-CH-10003981;Meble;Krzesła;Global Commerce Series Low-Back Swivel/Tilt Chairs;280,11;TER-06;1;9
OFF-ST-10002562;Wsparcie biura;Składowanie;Staple magnet;8,26;MED-24;8;24
TEC-PH-10004345;Technologiczne;Telefony;Cisco SPA 502G IP Phone;107,96;STI-12;3;12
TEC-PH-10001198;Technologiczne;Telefony;Avaya 4621SW VoIP phone;65,82;NAN-19;2;6
OFF-PA-10001972;Wsparcie biura;Papier;Xerox 214;9,59;PLA-26;1;3
TEC-PH-10002483;Technologiczne;Telefony;Motorola Moto X;295,79;PMM-13;1;4
